w1	w2	gold	Note
oruç	zaman	0.633
kadın	çocuk	0.725
ateistlik	teizm	0.883
barıştırılırken	savaştırılırken	0.908
horoz	alet	0.017
borçlanmak	alacaklanmak	0.883
maymunsuları	maymungilleri	0.908
hamile	düzenci	0.017
öğle	orman	0.025
otomobil	araba	0.933
meyve	muz	0.792
süt	bilişim	0.017
atatürkist	davadaş	0.317
mezar	ölü	0.908
vitrin	manken	0.75
turizm	düzenci	0.017
fani	ölü	0.8
sosyalleştirdikleri	başıboş	0.05
kirlice	lamba	0.1
kadın	hamile	0.8
karışık	temiz	0.2
şair	sabır	0.175
maymunsuları	kuş	0.383
şeffaf	transparan	0.967
hayvan	böcek	0.767
cisim	somut	0.667
aile	anne	0.85
varlık	cisim	0.708
öğle	ikindi	0.833
soğuk	sıcak	0.942
peşinatsız	gülümseme	0.025
kum	hastane	0.017
fırın	kahin	0.017
uyumlu	aykırı	0.917
ağaç	bitki	0.8574999999999999
alet	araç	0.5975
araba	yolculuk	0.7275
ayak	çorap	0.8400000000000001
bilge	büyücü	0.2
birader	delikanlı	0.3075
birader	keşiş	0.03999999999999998
bisiklet	vasıta	0.5675
boya	vites	0.012500000000000011
büyük	küçük	0.8799999999999999
cam	sihirbaz	0.13
sırıtma	tebessüm	0.6825
cam	bardak	0.7775000000000001
çerçeve	bisiklet	0.027500000000000024
civciv	horoz	0.59
dilek	arzu	0.8799999999999999
direksiyon	vites	0.6525
doktor	hekim	0.9775
dolap	giysi	0.7625
duvar	boya	0.7275
fırın	alet	0.30000000000000004
kapı	futbol	0.027500000000000024
gazete	makale	0.7225
sığınma	tımarhane	0.15250000000000002
güvenlik	bıyık	0.11249999999999999
haber	güvenlik	0.175
direksiyon	kanepe	0.0
horoz	seyahat	0.017500000000000016
imza	sahil	0.0050000000000000044
istiare	rüya	0.58
sihirbaz	kahin	0.575
ışık	lamba	0.9325000000000001
kablo	tebessüm	0.017500000000000016
kablo	ip	0.5175
kabristan	ağaçlık	0.40249999999999997
güvenlik	silah	0.6925
kabristan	öbek	0.15999999999999998
kıyı	seyahat	0.4375
kahin	bilge	0.665
kamyon	lojistik	0.6125
kuş	alet	0.0625
kamyon	büyük	0.5225
öğlen	akşam	0.7775000000000001
kanıt	delil	1.0
kapı	eşik	0.825
kabristan	mezarlık	0.9950000000000001
kıyı	ağaçlık	0.26749999999999996
oğlan	bilge	0.03999999999999998
koltuk	kanepe	0.9099999999999999
kuş	ağaçlık	0.6075
meyve	fırın	0.09000000000000002
mezarlık	tımarhane	0.09749999999999998
minder	mücevher	0.03999999999999998
orman	mezarlık	0.22749999999999998
otomobil	büyücü	0.017500000000000016
öbek	ocak	0.027500000000000024
oğlan	horoz	0.125
sığınma	keşiş	0.1375
cam	mücevher	0.33999999999999997
öğlen	ip	0.017500000000000016
önder	lider	0.96
orman	ağaçlık	0.9550000000000001
öbek	kıyı	0.09000000000000002
otomobil	minder	0.15250000000000002
pakt	antlaşma	0.9424999999999999
parça	pakt	0.09000000000000002
resim	çerçeve	0.8474999999999999
rıza	onay	0.9099999999999999
sahil	orman	0.33499999999999996
sehpa	küçük	0.37
sahil	tepe	0.175
yemek	meyve	0.5975
sakal	bıyık	0.8925000000000001
sehpa	masa	0.7325
minder	yastık	0.8525
serf	köle	0.6525
parça	bütün	0.7725
silah	çorap	0.0675
siyaset	futbol	0.22249999999999998
sığınma	meyve	0.012500000000000011
vinç	alet	0.5975
sığınma	kabristan	0.0625
sırıtma	alet	0.0050000000000000044
tabiat	doğa	0.9875
takı	mücevher	0.96
tepe	öbek	0.35250000000000004
vinç	horoz	0.012500000000000011
yemek	horoz	0.26749999999999996
yolculuk	seyahat	0.9875
zaman	süre	0.9724999999999999
sırıtma	delikanlı	0.0675
tepe	ağaçlık	0.38
